,0,1,2
2032,June 2015,andres3,"I often look at value.  When comparing the TL-SH-AWD to the S4, I think no one would argue the S4 isn't better, the argument comes in on whether it is 10,000 or 15,000 dollars better.   For me the answer was yes, in my opinion the S4 provided more bang for the buck ""value"" than did the TL.  A lot of shoppers probably go off of value, and if the best product presents a law of diminishing returns, then one might just settle on a lower priced option that isn't as good, but provides better ""value."""
2033,June 2015,stickguy,Better is entirely based on your criteria.  And is very subjective.
2034,June 2015,nyccarguy,Don't do it.
2035,June 2015,kyfdx,Why not just swap cars with the wife?
2036,June 2015,markcincinnati,Dino: I do believe we all pick and choose which
2037,June 2015,m6user,You mostly thought it was great because it was cheap but still had a great feel to the drive.  Makes sense since you like german cars.  VW sales have not been that good as many people do not consider them great at all because repair records and crappy dealer experiences.  At that price point more cars are bought than rented(leased) and people are looking for low maintenance and repair and longevity.  They look at many of the Asian cars for that reason.
2038,June 2015,graphicguy,"I've heard nothing but good about their stuff, too!"
2039,June 2015,sandman_6472,"As a family that recently bought an Audi and a VW, we are happy with them even though my VW has already had an issue and had to go into the shop. Going in, I knew this could happen so I wasn't too unhappy when they came and let me know they'd be sending me home in a loaner. Today, I tried to charge my cell in the two power plugs and nothing happened, tried multiple chargers and nothing worked so will have to stop over tomorrow and see what's up. Thinking it will be a blown fuse at this point and hope it is...if not, we'll see how they handle it. Must say this kind of issue never happened with our Toyota's, Honda or Hyundai's but again, I knew going in with any VW product that there might be some issues to deal with. And with both the A3 and Golf being first year models, things do happrn!"
2040,June 2015,markcincinnati,"I do like German cars -- but I also liked my Acura TL, often comparing it favorably to an S4. Assuming you're correct regarding the ""popularity"" of VW for the reasons you cite (and I am taking your assertions as accurate), it is a shame. Since the cars' reliability and/or durability and the dealer experiences apparently suck, I can understand their waning sales.  Yet, this Jetta is solid, the transmission is great and the steering is communicative.  Now, in the course of 700 miles, assuming I have no reliability issues, my perception of the greatness of the car will probably remain unchanged."
2041,June 2015,nyccarguy,
2042,June 2015,kyfdx,"Cheap rental for a road trip?   I've done it quite a few times..   If I can get a car for $25/day or less and the mileage is significant, I'm all for it.."
2043,June 2015,roadburner,"I rented a Challenger and a Fiat 500 for a couple of trips to see how I liked them. Now granted, the Challenger wasn't an R/T with the STP, and the 500 wasn't an Abarth- but it still gave me a basic idea of what the enthusiast versions would be like..."
2044,June 2015,nyccarguy,"Gotcha.  I never thought of that.  In your case I can understand.  You were able to rent cars you were interested in on the cheap.  In your case it also makes sense because the cars in your stable have over 100K miles on them (no disrespect, I'm sure they could handle the road trip the way you maintain them), but you never know."
2045,June 2015,flightnurse,
2046,June 2015,stickguy,"Flight, where was that picture taken?  It looks familiar."
2047,June 2015,flightnurse,"Mount Arlington, NJ at the Holiday Inn Express off of Howard Blvd."
2048,June 2015,stickguy,Not same hotel I stayed at. That would have been odd!
2049,June 2015,roadburner,If I get a Challenger it will be either an R/T or an SRT8 with three pedals.
2050,June 2015,nyccarguy,
2051,June 2015,nyccarguy,"I'd make a case for at least an RT also, but the V6 Is no slouch.  This one just turned over 100K on the odometer."
2052,June 2015,qbrozen,"I don't think the standard R/T would ever be enough for me, personally. Scat Pack or nothing. Honestly, though, I have a really hard time navigating the Dodge build page to figure out the differences in models other than engine."
2053,June 2015,nyccarguy,"I'll take a Challenger RT Shaker with the driver convenience group (blind spot warning, rear camera & the better stereo).  6 Speed Stick.  $38K sticker price.  Drooling at what I could get it for with my F & F discount plus USAA plus regular incentives"
2054,June 2015,stickguy,"Q, you just got out of the Mustang.  Really want to get back into a Pony (well, more like a Horse, but you get the drift!)"
2055,June 2015,qbrozen,"well, I was pricing the Charger, not Challenger, but, no, at that price, I would not be interested at all. I didn't pay that much more for my Caddy."
2056,June 2015,roadburner,"Granted, the R/T isn't all that fast(0-60 in 5.1 seconds) but I'd think that demo R/T manual I found would be a good deal at around $33k. H-K sound, heated/cooled seats, heated wheel, Super Track Pack, summer tires- nicely equipped, in other words. And Dodge has a few performance pieces that add about 20 hp without affecting the warranty."
2057,June 2015,andres3,"Subaru really needs to either develop a good dual clutch automated transmission unit, or just license the use of Audi/VW version.  Some of us are less then die-hards, and use our ""fun"" vehicle in day to day driving and tremendous high traffic situations which would make using a manual unpleasant at times.   They went from an ancient low efficiency 4-speed automatic to CVT; not exactly progress.  Now when I have the garage space and unlimited bank account I'll have the R8 for weekends and the S4 can be grocery hauler.  If I needed something really big then a Q7 or Toureg would be nice with the 3.0 diesel unit."
2058,June 2015,roadburner,Our local VW dealer has a black one.
2059,June 2015,nyccarguy,"I have no complaints about the CVT in my Legacy.  It is smooth, linear, & responsive.  My biggest complaint is the 175 hp engine that the CVT is hooked up to"
2060,June 2015,markcincinnati,"This trip was a business trip -- a second demonstration of software my company sells to a large prospect. A very good revenue opportunity.  I am one of the owners of the company and the CEO.  The CTO of the company and I were going to make a two-hour presentation and move the needle toward ""buy.""  When we travel for marketing reasons we figure any flight takes about 4 hours all in.  Chicago, drive.  Cleveland, drive.  New York, fly.  Nashville @ 3:45, drive (and besides the cost of 2 round trip tickets was over $2K).  We pay $.55 per mile for using ""your"" personal car.  The rental plus gas for this trip was about $150, hotel another $240 (we stayed at the ""Maxwell House"").  At over 600 miles total, there would have been a significant cost increase in using a personal vehicle."
2061,June 2015,stickguy,"Business trip is a different story for sure.  My (large) company doesn't even allow it.  Last time I went to our office in VA I decided to drive, and had to rent a car locally."
2062,June 2015,stickguy,"I have also driven a 1.8l Jetta on a long trip (sons 2014 SE). It is a nice road car, and can pull excellent MPG."
